article_id,title,datetime,url,keywords,content
20200325006435,快評》學生受教不能等 不應差別待遇,2020-03-25 23:41,https://www.chinatimes.com/realtimenews/20200325006435-260407,"武漢,包機,武漢台胞,滯留,返台,新冠肺炎,武漢肺炎, COVID-19,台灣,大陸",武漢4月8日即將解禁，滯留武漢台胞希望能夠盡快返台，行政院長蘇貞昌說他們必須包機回來，中央流行疫情指揮中心昨也跟進蘇揆說法。不禁令人疑惑，新冠肺炎的毒性在世界各地都一樣，更不會因在武漢就比較特別，為何對滯留武漢台胞差別待遇？況且，目前有152位學生還在等待機會趕快回到台灣上學，他們當初去武漢，難道能預知到疫情會爆發嗎？這段期間被困在武漢，他們的受教權難道就不用被重視？目前世界主要國家都受疫情影響，被武漢4月8日即將解禁，滯留武漢台胞希望能夠盡快返台，行政院長蘇貞昌說他們必須包機回來，中央流行疫情指揮中心昨也跟進蘇揆說法。不禁令人疑惑，新冠肺炎的毒性在世界各地都一樣，更不會因在武漢就比較特別，為何對滯留武漢台胞差別待遇？況且，目前有152位學生還在等待機會趕快回到台灣上學，他們當初去武漢，難道能預知到疫情會爆發嗎？這段期間被困在武漢，他們的受教權難道就不用被重視？目前世界主要國家都受疫情影響，被列為3級疫區，從國外回來的國人都要居家檢疫14天，但他們可以各自搭機回來，唯獨滯留武漢的台胞卻還要等包機？這樣的道理究竟何在？病毒難道會因為在武漢被發現，所以就比其他的地方還要毒嗎？滯留在武漢的台胞，難道跟滯留在其他國家、地區的台灣人會有所不同嗎？政府一直希望在防疫上尊重醫學專業，指揮官陳時中本來的說法也比較科學，昨卻大轉彎順從蘇揆說法，堅持要包機，這個轉折是科學考量還是政治考量？政府對待同胞時，應以人道考量，在對付疫情時，更該做科學考量。被滯留在武漢不是原罪，回台一樣要接受居家檢疫規範，政府應該要做的是完善返台後的防疫措施，而不是對武漢返台的同胞有針對性，硬性要求用包機。若政府堅持包機，是否能夠拍胸脯保證包機一定可以成行？對滯留當地的民眾來說，盡速回來才是最重要，如果兩岸談判不順利，政府是不是就不該阻攔他們透過其他方式返台？蘇貞昌堅持要包機，那就要保證一定會有包機，否則就是推諉之詞。
20200325006421,韓當市長後陳致中選區這條路變了 高雄人感嘆,2020-03-25 23:34,https://www.chinatimes.com/realtimenews/20200325006421-260407,"高雄人,陳致中,小港區,四路,沿海",高雄市小港區沿海四路往大林（蒲）電廠道路，位於民進黨高雄市議員陳致中的選區，經過高雄市府重新鋪設後，也是韓粉的YouTuber「PC」騎車實際測試，整條路就像機場跑道平坦。有高雄網友看到高雄市長韓國瑜面臨罷免案，不禁感嘆：無法理解高雄人到底在想什麼。陳致中曾在臉書諷刺，「小港沿海路的人孔蓋怎麼凹下去，市民騎車經過，差點摔翻受傷，市府應趕快來處理。」YouTuber「PC」上傳親身體驗影片，他騎在小港區沿海四路往大林高雄市小港區沿海四路往大林（蒲）電廠道路，位於民進黨高雄市議員陳致中的選區，經過高雄市府重新鋪設後，也是韓粉的YouTuber「PC」騎車實際測試，整條路就像機場跑道平坦。有高雄網友看到高雄市長韓國瑜面臨罷免案，不禁感嘆：無法理解高雄人到底在想什麼。陳致中曾在臉書諷刺，「小港沿海路的人孔蓋怎麼凹下去，市民騎車經過，差點摔翻受傷，市府應趕快來處理。」YouTuber「PC」上傳親身體驗影片，他騎在小港區沿海四路往大林（蒲）電廠道路上，直說小港區沿海一、二、三、四路道路OK。有網友感嘆說，「心中無限感慨，我是高雄人，我自己都無法理解高雄人心裡到底在想什麼，唉。」、「鋪得再好，只要被帶風向説，陳菊時代規畫的，就是有人會傻傻的被影響，卻不知道，當初只有規畫，沒有編預算，是韓國瑜動用第二預備金先行施工的！」
20200325006280,關心防疫 葉毓蘭提醒應注意監所口罩不足問題,2020-03-25 22:56,https://www.chinatimes.com/realtimenews/20200325006280-260407,"口罩,監所,受刑人,葉毓蘭,監獄",新冠肺炎疫情持續沿燒，國民黨立委葉毓蘭關心防疫，今天她在臉書發文，點出監所存有口罩不足問題，請政府處理。葉毓蘭表示，今天接到一位女士的電話，是位憂心忡忡的母親，因為她的孩子犯罪，正在泰源服刑。「孩子犯錯應該受罰，他也很誠心的懺悔改過，我們都希望他刑滿出獄時能夠獲得重生。但是….」媽媽的口氣很緊張 「不能連口罩都不給他們吧!」原來這位媽媽是因為在泰源服刑的孩子沒有口罩，又送不進去，最近又看到許多國際新新冠肺炎疫情持續沿燒，國民黨立委葉毓蘭關心防疫，今天她在臉書發文，點出監所存有口罩不足問題，請政府處理。葉毓蘭表示，今天接到一位女士的電話，是位憂心忡忡的母親，因為她的孩子犯罪，正在泰源服刑。「孩子犯錯應該受罰，他也很誠心的懺悔改過，我們都希望他刑滿出獄時能夠獲得重生。但是….」媽媽的口氣很緊張 「不能連口罩都不給他們吧!」原來這位媽媽是因為在泰源服刑的孩子沒有口罩，又送不進去，最近又看到許多國際新聞，都是監獄受刑人染疫，甚至還發生暴動。哥倫比亞首都波哥大的監獄已經有231人染疫，其中兩人死亡，上週日，囚犯們為了逃生發生暴動，造成了23死83傷的慘劇。日本的札幌刑務所（監獄），也為了防疫安全，自一月底起就將每個新入獄的受刑人實施為期一週的隔離，將十棟監獄裡的一棟專作為隔離使用，並每日檢查體溫紀錄後確認無虞才放到其他棟裡。美國紐約的Rikers Island監獄也有38人確診，一半以上的患者為囚犯。目前將患者與接觸過的矯正人員全數隔離，並在本週二（24日）釋放了三百名以上的非暴力囚犯。葉毓蘭說，監所裡的口罩的確有問題。昨天在院會總質詢時，她就向行政院長提出「警察、消防、海巡、移民，以及在監所服務的同仁都要有足夠的防護裝備」也獲得蘇貞昌院長與內政部長徐國勇的承諾「一定足夠」!葉毓蘭表示，但是在受刑人媽媽陳情後，她再深入了解，才知道目前監所的受刑人與矯正人員有七萬人，但是防疫中心交由法務部發給矯正署的口罩量，一天只有2560片，必須要累積到足夠數量才能發到監所去。別說矯正人員一周分不到一片，很多監獄還沒有輪到，受刑人當然沒有領到口罩，因此，矯正署由女監縫製布口罩發給受刑人暫時替代。葉毓蘭表示，昨天她向蘇貞昌提出各部會常有各司其職、互不協調的況，蘇貞昌說他領導下的政府各部門不會有互不聯繫的狀況，因為他會親自主持會議。葉毓蘭直言，現在監所的工作同仁和受刑人都被政府邊緣化了，他們過去購買口罩的廠商也因為被徵收不能再供貨，受刑人與管理員沒有辦法出門去藥局買口罩，防疫中心能不能和經濟部、法務部協調，讓監所也有口罩呢？
20200325006339,罷韓後會發生什麼事？年輕人大膽預測結局,2020-03-25 22:41,https://www.chinatimes.com/realtimenews/20200325006339-260407,"韓國瑜,罷免,年輕人,清大博士生",如果高雄市長韓國瑜被罷免之後，會發生甚麼事？也是韓粉的清大博士生何坤軒大膽預測，韓國瑜未來有3條路可走：若沒被罷免會做得更好、若選上黨主席會「盯好」國民黨民代、成為培養下一代青年的「總指揮官」。何坤軒接受YouTuber「Bit King比特王出任務」專訪時舉例表示，如果韓國瑜沒被罷免，讓他來做高雄市長，他會用心經營，讓人民生活過得更好。因為整個團隊目前整合得非常好，大家合作無間，整個高雄，會讓大家有感；那如果如果高雄市長韓國瑜被罷免之後，會發生甚麼事？也是韓粉的清大博士生何坤軒大膽預測，韓國瑜未來有3條路可走：若沒被罷免會做得更好、若選上黨主席會「盯好」國民黨民代、成為培養下一代青年的「總指揮官」。何坤軒接受YouTuber「Bit King比特王出任務」專訪時舉例表示，如果韓國瑜沒被罷免，讓他來做高雄市長，他會用心經營，讓人民生活過得更好。因為整個團隊目前整合得非常好，大家合作無間，整個高雄，會讓大家有感；那如果韓國瑜去選國民黨主席，他一定會把整個組織、整個紀律、整個制度規定得好好的；韓國瑜曾經說過，如果他是黨主席，他會親自在議員旁邊聽質詢，看這些議員、看這些立委平常有沒有做功課、有沒有盡自己的義務。韓國瑜第三條出路是，培養下一代青年的總指揮官，他會把全台灣的年輕人召集起來，複製自己過去的一些人生經歷、還有能力，他未來不需要出來選，只要扶植這一些年輕人，非常有正能量。何坤軒甚至認為，韓國瑜若萬一被罷免，他的政治生命並不會結束，因為一個有能力的人，不管在哪一個位置上，他都可以做得非常好。
20200325006304,「新海角七億」激怒卓榮泰 蔡正元嘆：幽默感這麼差！,2020-03-25 22:30,https://www.chinatimes.com/realtimenews/20200325006304-260407,"蔡正元,海角七億,卓榮泰,影響,幽默感,肺炎,咳嗽,眼睛,新冠肺炎",民進黨11日中執會上針對2020大選總結指出，這次大選黨部總共支出約7億元，目前仍短絀1億6000餘萬。前國民黨副祕書長蔡正元以「新海角七億」嘲諷說：「這海角七億只是冰山一角，水面下如何就看不到。」不料，引發民進黨主席卓榮泰回擊，蔡正元大嘆：「幽默感這麼差！」對蔡正元以「新海角七億」質疑選戰開銷。民進黨主席卓榮泰不滿表示「肺炎影響的是咳嗽，不應該影響眼睛，有人就這樣看不清楚，就隨便對外的講。」卓榮泰並強調，民進黨11日中執會上針對2020大選總結指出，這次大選黨部總共支出約7億元，目前仍短絀1億6000餘萬。前國民黨副祕書長蔡正元以「新海角七億」嘲諷說：「這海角七億只是冰山一角，水面下如何就看不到。」不料，引發民進黨主席卓榮泰回擊，蔡正元大嘆：「幽默感這麼差！」對蔡正元以「新海角七億」質疑選戰開銷。民進黨主席卓榮泰不滿表示「肺炎影響的是咳嗽，不應該影響眼睛，有人就這樣看不清楚，就隨便對外的講。」卓榮泰並強調，民進黨都是很簡約、節約方式執行每一年預算，卻被有心人士誤解花了那麼多錢在選舉。卓榮泰以「肺炎影響的是咳嗽，不應該影響眼睛」回擊，令蔡正元不快再貼文表示：「堂堂的執政黨主席嗎？怎麼EQ這麼低？幽默感這麼差！」。蔡正元表示，卓榮泰指「批評海角七億就是得肺炎，還說肺炎跟咳嗽有關，跟眼睛無關」。但「其實冠狀病毒也會透過眼睛鑽進人體」，蔡正元要「卓主席若沒有這個知識，可以問問陳時中」。蔡正元指「卓主席你這種回應的風格，是村夫潑婦的回罵法，毫無幽默感可言，也缺少執政黨主席的高度」。網友呼應表示：「拿疾病來罵人或詛咒人，就是潛意識裡歧視患病的人，相當沒水準」、「卓主席腦羞成怒」、「辛苦納稅的台灣人民，永遠忘不了海角七億！」。
20200325006145,時力立委邱顯智爆料：長榮航組員確診 王浩宇譏：行為不值得鼓勵,2020-03-25 21:46,https://www.chinatimes.com/realtimenews/20200325006145-260407,"邱顯智,王浩宇,時代力量,批評,爆料,長榮航空,簡訊,確診,交通部,新冠肺炎,武漢肺炎, COVID-19,王國材",武漢肺炎疫情延燒，時代力量立法委員邱顯智今(25)日在交通委員會質詢時爆料，長榮航空傳簡訊給員工指出，有組員確診。交通部次長王國材未掌握情況而遭邱顯智批評。對此，桃園市議員王浩宇反譏邱顯智「這樣的行為實在不值得鼓勵」。王浩宇向來對時代力量持批判立場，對時代力量立法委員邱顯智爆料長榮航組員確診，王浩宇在臉書指出：「邱顯智今天沾沾自喜爆料長榮有空服員染病，批評航空公司黑箱作業、隱匿疫情，搶盡新聞版面。」武漢肺炎疫情延燒，時代力量立法委員邱顯智今(25)日在交通委員會質詢時爆料，長榮航空傳簡訊給員工指出，有組員確診。交通部次長王國材未掌握情況而遭邱顯智批評。對此，桃園市議員王浩宇反譏邱顯智「這樣的行為實在不值得鼓勵」。王浩宇向來對時代力量持批判立場，對時代力量立法委員邱顯智爆料長榮航組員確診，王浩宇在臉書指出：「邱顯智今天沾沾自喜爆料長榮有空服員染病，批評航空公司黑箱作業、隱匿疫情，搶盡新聞版面。」但話鋒一轉，王浩宇批評：「說好聽一點是關心空服員的權益，但事實上是仗著自己立委的身份跳過疫情指揮中心公布疫情，還批評遵守規定的航空公司」。王浩宇直接了當表示：邱顯智「這樣的行為實在不值得鼓勵」。網友亦回應：「這才是熟悉的屎袋力量，主打程序正義呢！」、「時力已不可信了」、「利用這件事搶版面，作秀」、「把作秀看得比防疫重要的政黨」、「還去聲援惡劣加料空姐，爛透了」，顯見時代力量的正面形象正漸漸消退。
20200325005830,交通部估：清明連假 高速公路尖峰4月2日,2020-03-25 21:10,https://www.chinatimes.com/realtimenews/20200325005830-260407,"清明連假,交通部,Kolas Yotaka,高速公路尖峰",清明連假即將來臨，行政院會明將聽取「清明連續假期相關因應措施」報告，行政院發言人Kolas Yotaka表示，交通部預估，受疫情影響，今年搭乘大眾運輸人數銳減約3成，高速公路運輸尖峰預估在4月2日。政院排定明天院會議程，將聽取交通部及內政部連假因應措施。其中交通部清明疏運計畫提及，由於春節迄今民眾搭乘大眾運輸工具均減少約2-3成，改為自行開車上路，因此預判清明連假開車比例高，將加強交通疏運。交通部並預估，高速公路清明連假即將來臨，行政院會明將聽取「清明連續假期相關因應措施」報告，行政院發言人Kolas Yotaka表示，交通部預估，受疫情影響，今年搭乘大眾運輸人數銳減約3成，高速公路運輸尖峰預估在4月2日。政院排定明天院會議程，將聽取交通部及內政部連假因應措施。其中交通部清明疏運計畫提及，由於春節迄今民眾搭乘大眾運輸工具均減少約2-3成，改為自行開車上路，因此預判清明連假開車比例高，將加強交通疏運。交通部並預估，高速公路運輸尖峰期在4月2日，呼籲民眾避開尖峰時段。另將持續加強大眾運輸工具與運輸站的消毒及服務人員的防疫管理，如宣導民政搭乘大眾運輸工具要戴口罩、全面於車站、航站、國道服務區入口處量測體溫、加強消毒頻次等。此外，內政部也因應防疫，提出掃墓防疫作為，內政部長徐國勇日前也公開表示，鼓勵民眾可以分流掃墓，減少人群聚集。
20200325005960,難得不談政治 孫大千為此痛批「還是人做的事嗎？」,2020-03-25 21:07,https://www.chinatimes.com/realtimenews/20200325005960-260407,"孫大千,領養,犬隻,宰殺,政治,還是人做的事嗎？,領養制度,動物保護防疫所",報載一男子到苗栗縣動物保護防疫所領養犬隻，卻轉手以每隻200元價格將狗轉賣，最後該狗被宰殺吃掉。該案一審判決3人無罪，但台中高分院改判3人5至6月刑期。對此，前立委孫大千難得不談政治，怒批犯嫌「還是人做的事嗎？」。孫大千在臉書表示，根據動物保護法的規定，「宰殺、故意傷害或使動物遭受傷害，致動物肢體嚴重殘缺或重要器官功能喪失，將處2年以下有期徒刑或拘役，併科20萬元以上200萬元以下的罰金。」所以，孫大千質問報載一男子到苗栗縣動物保護防疫所領養犬隻，卻轉手以每隻200元價格將狗轉賣，最後該狗被宰殺吃掉。該案一審判決3人無罪，但台中高分院改判3人5至6月刑期。對此，前立委孫大千難得不談政治，怒批犯嫌「還是人做的事嗎？」。孫大千在臉書表示，根據動物保護法的規定，「宰殺、故意傷害或使動物遭受傷害，致動物肢體嚴重殘缺或重要器官功能喪失，將處2年以下有期徒刑或拘役，併科20萬元以上200萬元以下的罰金。」所以，孫大千質問「為什麼這些宰殺了19隻狗的嫌犯只不過被判刑五到六個月呢？」孫大千更指出，此案暴露出當前領養制度的一個重大漏洞。未來，動物保護防疫所領養犬隻的相關作業是否應該全面進行檢討？針對被領養的犬隻的後續生活狀況，應該要建立完善的追蹤機制。網友回應：「祈禱大千委員再接再厲，成為狗狗貓咪的守護者」、「人神共憤！也太殘忍了」、「可惡之極」。
20200325005894,台南市長黃偉哲肯定旺旺集團助南市府防疫,2020-03-25 20:56,https://www.chinatimes.com/realtimenews/20200325005894-260407,"防疫,疫情,市府,水神,集團",新冠肺炎疫情持續蔓延，旺旺集團於今年1月間意識到防疫重要性，捐借水神生成機給台南市政府使用，台南市長黃偉哲對此表達肯定與感謝，「感謝蔡董事長慨然襄助，幫助地方政府防疫，不論是水神生成機或次氯酸水，都相當實用，對於舒緩南部疫情也有幫助。」旺旺集團為了幫助政府機關提高防疫能量，當一傳出新冠肺炎疫情之後，立刻捐借台南市政府10台「水神」微酸性電解次氯酸水生成機，並由市府依照自身防疫需求，分別配置裝設於市新冠肺炎疫情持續蔓延，旺旺集團於今年1月間意識到防疫重要性，捐借水神生成機給台南市政府使用，台南市長黃偉哲對此表達肯定與感謝，「感謝蔡董事長慨然襄助，幫助地方政府防疫，不論是水神生成機或次氯酸水，都相當實用，對於舒緩南部疫情也有幫助。」旺旺集團為了幫助政府機關提高防疫能量，當一傳出新冠肺炎疫情之後，立刻捐借台南市政府10台「水神」微酸性電解次氯酸水生成機，並由市府依照自身防疫需求，分別配置裝設於市府及外館單位，提供各單位落實防疫。黃偉哲強調，非常感謝旺旺集團第一時間慷慨借給南市府水神生成機，提供市府防疫之用。尤其，當時獲捐借時，全台新冠肺炎疫情尚屬零星，不過，隨著疫情一路延燒至今，全台截至昨天已有235例確診病例，南部病例相對少，相信落實防疫作為及消毒工作做得好，確實有助於舒緩南部疫情。目前，包括台南市體育處、南瀛天文館及台南市警察局等機關單位，都設有水神生成機，提供市府人員取用，主要用於上班環境消毒、殺菌，以確保公務人員及民眾洽公的健康與安全。
20200325005854,陳時中或蘇揆 武漢返台是否包機聽誰的？網都投...,2020-03-25 20:47,https://www.chinatimes.com/realtimenews/20200325005854-260407,"包機,陳時中,武漢,返台",大陸新冠肺炎疫情漸緩，官方包宣布武漢4月8日「解封」，但滯留武漢的台人能否直接回來，我政府態度似不明確。本報對此舉辦投票「請問，針對武漢返台要不要包機 應該聽誰的？」截稿為止，高達83.15%的網友回答「陳時中」。《中時電子報》22日針對滯留武漢的台人能否直接回來，我政府態度似不明確。本報對此進行網路投票，「請問，針對武漢返台要不要包機 應該聽誰的？」截稿為止，有83.15%(232 票)的網友回答「陳時中」；13.62%(3大陸新冠肺炎疫情漸緩，官方包宣布武漢4月8日「解封」，但滯留武漢的台人能否直接回來，我政府態度似不明確。本報對此舉辦投票「請問，針對武漢返台要不要包機 應該聽誰的？」截稿為止，高達83.15%的網友回答「陳時中」。《中時電子報》22日針對滯留武漢的台人能否直接回來，我政府態度似不明確。本報對此進行網路投票，「請問，針對武漢返台要不要包機 應該聽誰的？」截稿為止，有83.15%(232 票)的網友回答「陳時中」；13.62%(38票)則回答「蘇貞昌」；另3.23%(9票)的網友則表示不知道/無意見。行政院長蘇貞昌24日在立院備詢時堅決表示必須「包機回來」，防疫指揮官陳時中在回答相關問題時，卻表達允許滯留者返台，未提包機問題，遭外界質疑蘇揆是否「逆時中」。前總統馬英九辦公室就表示，蘇「逆時中」的說法，讓人疑惑到底誰說了算；民眾黨也指，陳時中說解除封城就不再有包機問題，蘇貞昌卻說台商返台須包機，蘇院長是要逆時中，還是要授予指揮官權力？
